timestamp_utc,workflow_id,category,elapsed_us
2026-04-02T01:24:02Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,chain_start,66.136
2026-04-02T01:24:25Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,intercept_task,59.563
2026-04-02T01:24:25Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,action_emit,162.173
2026-04-02T01:24:55Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,intercept_task,66.671
2026-04-02T01:24:55Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,action_emit,168.63
2026-04-02T01:25:08Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,llm_intercept,104.681
2026-04-02T01:25:08Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,chain_end,354.807
2026-04-02T01:25:08Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,chain_start,662.795
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,llm_intercept,105.862
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,chain_end,387.317
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,chain_start,782.909
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_start,56.761
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_start,65.29
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_start,22.531
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_start,48.728
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_start,60.125
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_start,135.722
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_start,46.003
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_start,58.75
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_start,70.322
2026-04-02T01:25:14Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_start,77.251
2026-04-02T01:25:24Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_end,50.831
2026-04-02T01:25:25Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,intercept_task,25.511
2026-04-02T01:25:25Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,action_emit,69.506
2026-04-02T01:25:41Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_end,96.079
2026-04-02T01:25:55Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,intercept_task,31.585
2026-04-02T01:25:55Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,action_emit,84.694
2026-04-02T01:26:25Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,intercept_task,38.167
2026-04-02T01:26:25Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,action_emit,99.973
2026-04-02T01:26:44Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_end,91.963
2026-04-02T01:27:06Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_end,72.812
2026-04-02T01:27:08Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_end,73.404
2026-04-02T01:27:33Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_end,56.405
2026-04-02T01:28:03Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_end,45.402
2026-04-02T01:28:25Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_end,46.338
2026-04-02T01:28:36Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_end,68.864
2026-04-02T01:28:52Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,tool_end,51.346
2026-04-02T01:28:52Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,chain_end,137.221
2026-04-02T01:28:52Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,chain_start,156.309
2026-04-02T01:29:04Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,llm_intercept,103.534
2026-04-02T01:29:04Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,chain_start,224.181
